Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
3198,1.809394128,5.809620359,9.54882532,9.418591743,Iris-virginica
3199,6.807194381,6.46051827,5.807432687,1.424089076,Iris-virginica
3200,7.801703644,8.115572352,5.237171662,9.305789242,Iris-virginica
3201,5.384229488,7.310781572,3.647014635,4.25641973,Iris-virginica
3202,7.55840703,3.94976114,3.101628354,2.069372934,Iris-virginica
3203,3.297372934,1.888620756,3.642449956,7.811484551,Iris-virginica
3204,8.763732939,7.736575915,7.495450763,3.696279519,Iris-virginica
3205,8.566111225,8.53626045,9.231241839,2.820583058,Iris-virginica
3206,2.957806865,7.211577605,2.756711077,8.324908961,Iris-virginica
3207,7.522448106,7.749541598,9.437956879,3.965876148,Iris-virginica
3208,4.177601503,7.924592231,3.479119658,1.580995322,Iris-virginica
3209,7.509049836,6.09689721,7.225534623,4.391025286,Iris-virginica
3210,6.734297794,3.298123484,4.172647096,7.371579624,Iris-virginica
3211,4.742930254,1.07264029,7.137264339,3.989291743,Iris-virginica
3212,5.798776933,2.809955286,7.096124774,3.802353435,Iris-virginica
3213,6.042029954,1.036024157,2.113759557,2.337161163,Iris-virginica
3214,3.58448223,4.79807598,5.621965796,8.313143137,Iris-virginica
3215,1.609260007,4.268563778,5.994859883,1.474412403,Iris-virginica
3216,7.950824588,7.409992489,2.24903811,3.749098248,Iris-virginica
3217,1.40014098,5.501025715,2.82856457,5.772595603,Iris-virginica
3218,8.402957313,4.967404441,2.953513021,2.605667066,Iris-virginica
3219,1.832801281,5.146892131,8.157105535,4.26234216,Iris-virginica
3220,8.442489946,1.466843246,6.575408623,4.865503058,Iris-virginica
3221,9.531002423,3.487777092,2.730658586,5.612368809,Iris-virginica
3222,7.134410685,7.398792897,9.569746949,1.58515111,Iris-virginica
3223,1.483083796,4.081528303,4.329707968,7.293111292,Iris-virginica
3224,2.921081236,3.937947531,5.524350818,4.643859494,Iris-virginica
3225,7.474180072,4.89987954,3.787644877,6.574198026,Iris-virginica
3226,6.243290486,3.203590901,2.27074078,7.466493427,Iris-virginica
3227,3.106190851,8.744645112,4.163356218,6.341720125,Iris-virginica
3228,5.313137115,3.450658463,6.380473595,2.516793056,Iris-virginica
3229,7.101933837,8.799909614,3.856495696,8.109819029,Iris-virginica
3230,6.845126948,4.704750736,9.314853233,9.57316261,Iris-virginica
3231,6.222615004,7.627254556,5.745277947,9.302532446,Iris-virginica
3232,3.653491007,8.367278706,6.940245505,7.910613988,Iris-virginica
3233,4.019058465,9.756948321,1.907322505,6.511087761,Iris-virginica
3234,9.483809818,2.350702172,9.561212715,8.985418246,Iris-virginica
3235,5.548715656,5.918442828,8.730602597,4.027437953,Iris-virginica
3236,9.00640701,6.080895694,8.560607941,3.355561622,Iris-virginica
3237,2.856423358,2.304839702,2.883016968,9.357491511,Iris-virginica
3238,4.231911529,2.576270243,7.725433894,8.595620856,Iris-virginica
3239,6.101723987,9.564663591,2.811713424,2.290614145,Iris-virginica
3240,7.252282823,9.204607412,4.079956747,9.826948309,Iris-virginica
3241,4.749631673,9.44413243,9.667850711,4.491960246,Iris-virginica
3242,8.856445092,2.491191246,7.322546857,6.325243787,Iris-virginica
3243,9.391706041,6.987344431,8.93327029,1.147789946,Iris-virginica
3244,9.127989911,6.167927922,4.33442845,1.938123588,Iris-virginica
3245,5.238887767,7.850772133,5.583110337,6.765098575,Iris-virginica
3246,2.169969616,5.284037131,4.006130632,1.101849411,Iris-virginica
3247,2.249020568,9.263547437,2.491604152,9.661456294,Iris-virginica
3248,5.599326293,9.740040131,9.143683741,9.044152143,Iris-virginica
3249,9.216374106,6.112567462,5.220406328,3.94783526,Iris-virginica
3250,9.866873593,6.381025415,9.646814303,4.090568132,Iris-virginica
3251,7.2553337,6.912457576,5.144170971,8.523941669,Iris-virginica
3252,9.813861639,4.780778116,2.58228446,8.166041715,Iris-virginica
3253,1.516850182,7.179542323,9.919942444,2.497648836,Iris-virginica
3254,8.804159354,1.62804866,4.50473078,9.691705559,Iris-virginica
3255,1.947248275,5.656546951,7.115274997,2.455618564,Iris-virginica
3256,9.360494455,5.715185919,6.985440136,8.462842249,Iris-virginica
3257,3.374960194,9.898641393,1.754441788,4.856835858,Iris-virginica
3258,4.756796173,8.228827345,4.774172178,8.657283974,Iris-virginica
3259,9.664633889,4.740712945,7.669062246,3.456156797,Iris-virginica
3260,6.281737662,3.630845346,4.404183401,5.408156891,Iris-virginica
3261,5.701668669,4.048713695,7.973386386,8.127580508,Iris-virginica
3262,4.449878053,8.458665567,1.174755445,4.732352478,Iris-virginica
3263,8.345303713,5.326119609,1.874021299,2.352542377,Iris-virginica
3264,2.566155852,8.894702925,6.191604938,6.681855135,Iris-virginica
3265,4.766143553,1.160390468,1.678810462,9.959670438,Iris-virginica
3266,5.204763412,9.217139931,3.656073632,5.071798261,Iris-virginica
3267,4.720393225,9.898905266,1.507606888,7.940434136,Iris-virginica
3268,3.152455167,5.769091193,3.287781361,9.52665668,Iris-virginica
3269,2.791404414,1.371050513,3.51195885,7.596209818,Iris-virginica
3270,1.826419462,4.291312113,2.868083811,7.784172883,Iris-virginica
3271,8.222034141,3.525573427,3.097193503,9.288673877,Iris-virginica
3272,8.204466556,5.399261188,9.964937312,2.146608973,Iris-virginica
3273,4.430861574,3.080842759,7.186102463,9.627112945,Iris-virginica
3274,1.518777253,3.445252101,4.888209325,1.226611567,Iris-virginica
3275,4.718639029,5.80862349,2.108504593,7.13722242,Iris-virginica
3276,4.82564092,6.696913904,3.215141149,1.01947489,Iris-virginica
3277,3.111977926,9.768465424,1.91091996,6.252467324,Iris-virginica
3278,4.7312087,6.200930747,5.806822889,2.737243921,Iris-virginica
3279,8.342483805,1.459391763,5.854990662,4.751279105,Iris-virginica
3280,7.991459988,6.591206127,9.765308344,9.519702118,Iris-virginica
3281,7.65281379,8.646870385,4.346430171,9.786660306,Iris-virginica
3282,2.800705441,2.165309048,3.583756852,7.59912834,Iris-virginica
3283,6.28012131,9.116802089,8.290373196,3.269422252,Iris-virginica
3284,3.668921867,3.273971116,5.853418,5.610544772,Iris-virginica
3285,3.873265734,9.17752755,4.669849605,7.070499934,Iris-virginica
3286,5.053206023,9.751908276,2.15914867,1.37291495,Iris-virginica
3287,2.16332177,9.396110275,6.981915397,7.52240523,Iris-virginica
3288,7.329513765,5.85503615,8.830953131,8.827184198,Iris-virginica
3289,5.078706964,1.532483773,8.212045132,4.202401691,Iris-virginica
3290,5.279485897,8.452211439,1.535158391,6.177040698,Iris-virginica
3291,8.623343613,4.770157583,5.40912031,4.940273555,Iris-virginica
3292,5.23450308,1.942088905,1.180936858,9.17446936,Iris-virginica
3293,9.249566459,1.562377056,1.114504306,1.495974488,Iris-virginica
3294,2.087827664,6.334858174,8.130413294,4.935957025,Iris-virginica
3295,1.779777663,7.457630971,9.118463335,1.685447064,Iris-virginica
3296,2.821055869,2.752347611,7.665697713,8.346918428,Iris-virginica
3297,3.005665766,9.481888501,2.289223975,7.345165396,Iris-virginica
3298,4.237010067,1.278052344,5.638889363,4.601442828,Iris-virginica
3299,2.789642125,6.941799295,9.00915215,1.776557127,Iris-virginica
3300,2.654463114,8.066075334,4.069241168,7.184832458,Iris-virginica
3301,1.107550097,4.84071224,7.875122607,6.850379402,Iris-virginica
3302,2.254469023,6.141940062,6.250150008,2.897615422,Iris-virginica
3303,3.861102508,7.294880311,8.264239889,1.77378867,Iris-virginica
3304,8.359168091,5.393970275,7.507631265,8.392699145,Iris-virginica
3305,7.772719006,9.214170587,1.827871378,2.604138086,Iris-virginica
3306,2.333578265,9.5536324,8.160498905,4.172697055,Iris-virginica
3307,3.205063954,3.889241246,3.699618823,4.423893269,Iris-virginica
3308,3.257024815,9.926406657,8.870046649,4.836704703,Iris-virginica
3309,2.854750088,9.037527647,1.979050149,6.43421292,Iris-virginica
3310,3.996065077,4.698246664,6.249759087,9.498239821,Iris-virginica
3311,9.156053447,8.609051523,9.713465138,4.659606061,Iris-virginica
3312,6.899755924,1.809327081,5.666365577,7.487072937,Iris-virginica
3313,8.527182116,6.892724753,7.534738665,4.640487997,Iris-virginica
3314,7.485200368,8.967591771,7.4325504,8.366454892,Iris-virginica
3315,6.856786658,5.419749415,4.782331594,1.786078416,Iris-virginica
3316,2.756734341,5.302177893,9.711026588,3.902717556,Iris-virginica
3317,5.487067767,9.392187241,3.980158142,6.410808948,Iris-virginica
3318,5.786925036,2.281880977,2.313482199,4.37803223,Iris-virginica
3319,2.813482322,1.261031538,9.43980271,5.240754567,Iris-virginica
3320,5.451667705,4.543202663,3.802591706,1.310677242,Iris-virginica
3321,6.214565034,5.023062803,5.454371888,2.826379827,Iris-virginica
3322,6.187897924,4.687831402,5.990633154,9.467726126,Iris-virginica
3323,3.127665559,5.08797375,6.361808772,4.335583224,Iris-virginica
3324,9.215171596,7.792731848,9.595660766,9.374889177,Iris-virginica
3325,3.062255108,4.706321007,8.93356542,3.122075711,Iris-virginica
3326,7.778367232,5.357724733,8.33741683,5.209587271,Iris-virginica
3327,5.662402288,4.120589221,7.792801582,2.733377304,Iris-virginica
3328,1.945589387,1.064135237,7.141455975,5.830053861,Iris-virginica
3329,4.073982868,4.937402781,1.491769704,2.573867836,Iris-virginica
3330,2.197449747,3.273769588,3.269112368,6.815096837,Iris-virginica
3331,3.889931713,7.717751615,9.974582554,1.983556146,Iris-virginica
3332,2.21985109,8.160574715,1.455368677,3.933174087,Iris-virginica
3333,2.662972011,8.79887933,5.2421469,3.440928026,Iris-virginica
3334,2.434946238,4.250090274,1.219148342,4.896556279,Iris-virginica
3335,1.267806016,3.149243122,2.318518342,1.925125599,Iris-virginica
3336,6.962820527,9.742372981,2.21265119,7.413295449,Iris-virginica
3337,8.85095614,9.202787469,2.536136705,1.756353425,Iris-virginica
3338,1.538536091,1.37556855,9.917666386,2.838327213,Iris-virginica
3339,1.297638245,8.957717729,1.346559216,8.423173234,Iris-virginica
3340,9.904557599,9.934328311,5.824428807,7.4534239,Iris-virginica
3341,6.164793706,4.235486789,4.401231955,3.95840073,Iris-virginica
3342,2.332968009,1.691325924,9.434351194,7.122717213,Iris-virginica
3343,5.987803947,1.564317712,9.709916398,3.999060146,Iris-virginica
3344,2.268441003,8.922218431,7.240231637,7.367985426,Iris-virginica
3345,8.770146165,3.69641442,9.132153045,7.901894427,Iris-virginica
3346,7.848122611,5.350298464,7.999043088,6.323227734,Iris-virginica
3347,5.881698233,1.629831937,5.893649712,4.213164429,Iris-virginica
3348,6.847738022,2.654595271,8.623092035,9.222844642,Iris-virginica
3349,5.081575106,3.381340997,9.621957656,7.64452698,Iris-virginica
3350,2.142556615,1.147828954,7.48387084,1.82272555,Iris-virginica
3351,2.496420356,9.434048269,9.206238053,6.450167441,Iris-virginica
3352,7.468171371,6.31764506,7.132748356,8.596799578,Iris-virginica
3353,4.326529092,1.624973958,4.042693661,9.095383013,Iris-virginica
3354,4.770400877,5.856671208,3.401440662,6.035143318,Iris-virginica
3355,9.15602949,3.99608578,1.195324335,7.281642874,Iris-virginica
3356,5.950495189,6.731446728,3.487872108,6.800751314,Iris-virginica
3357,5.290399419,3.344146419,3.147798404,1.495372986,Iris-virginica
3358,3.426832985,4.025933519,9.233799313,5.091588699,Iris-virginica
3359,4.949686471,8.785651973,3.895584139,9.155446974,Iris-virginica
3360,8.591840769,8.882872895,8.641251826,6.615136524,Iris-virginica
3361,3.312122325,8.961203856,1.470931491,7.539159519,Iris-virginica
3362,9.586275944,7.107753545,5.508089429,5.683572063,Iris-virginica
3363,1.67202366,2.238521977,2.536071187,9.080242847,Iris-virginica
3364,2.129613622,4.014353637,4.875378136,2.701901248,Iris-virginica
3365,3.635586269,2.616406047,9.38464164,6.363080773,Iris-virginica
3366,8.753973242,5.031710105,5.205856889,5.07783486,Iris-virginica
3367,2.818787992,8.101002572,4.553451018,4.579851596,Iris-virginica
3368,5.142426837,8.573314109,4.951245597,8.757367724,Iris-virginica
3369,4.202693171,8.769602967,9.205030991,9.865718573,Iris-virginica
3370,4.379035599,6.180721216,6.985298038,2.830313289,Iris-virginica
3371,5.143884049,3.948814468,4.197076651,6.867069303,Iris-virginica
3372,1.882815505,6.975319951,4.96427575,1.747435088,Iris-virginica
3373,3.786761028,6.255692512,6.060971656,8.975885937,Iris-virginica
3374,6.243913332,1.257773586,1.51054784,7.959530057,Iris-virginica
3375,8.600351721,1.011932749,4.473375046,6.651139286,Iris-virginica
3376,9.603916883,3.226484408,4.390431163,2.833774608,Iris-virginica
3377,1.72759594,6.91342104,8.487536445,4.24369133,Iris-virginica
3378,1.614774155,8.641484552,3.142553182,7.566312518,Iris-virginica
3379,1.297461325,5.885034177,8.94355852,1.096572328,Iris-virginica
3380,5.121270768,4.606358435,3.032580828,5.469867774,Iris-virginica
3381,5.980679391,1.958325554,6.745458708,2.64798847,Iris-virginica
3382,7.816825569,8.978578543,9.435884572,5.301659545,Iris-virginica
3383,7.11929606,1.911104632,9.281226964,7.777949564,Iris-virginica
3384,9.434953262,8.288360773,1.606541558,7.560119244,Iris-virginica
3385,4.040755454,6.420450679,4.669639921,4.425334656,Iris-virginica
3386,1.086475312,4.263518795,4.274204979,8.840733435,Iris-virginica
3387,3.185912697,2.920277226,2.285004777,6.272497078,Iris-virginica
3388,8.291529216,1.851600021,3.737826984,5.233777459,Iris-virginica
3389,3.06180703,4.210546001,4.697863305,7.00716699,Iris-virginica
3390,1.211930044,9.452674572,2.871716956,9.206548712,Iris-virginica
3391,9.916456839,8.36771443,5.873460257,1.839768188,Iris-virginica
3392,5.216386073,5.096920022,7.005756013,1.057600053,Iris-virginica
3393,1.122221365,8.292018556,4.350766992,7.177522146,Iris-virginica
3394,2.814957252,3.577194041,9.272855561,5.086491829,Iris-virginica
3395,7.750859101,3.453066781,7.568791666,9.589559187,Iris-virginica
3396,4.932537255,5.104531261,9.59464659,7.279734571,Iris-virginica
3397,6.599278886,7.45812909,9.797543777,9.937887468,Iris-virginica
3398,7.042646904,5.414286515,6.001743773,2.488665989,Iris-virginica
3399,9.82317225,4.318160887,7.078435137,1.494171462,Iris-virginica
3400,4.40983314,8.032132271,8.271045906,9.275004977,Iris-virginica
3401,3.284494721,4.748305234,7.828223947,4.010614366,Iris-virginica
3402,1.64138922,5.548402696,2.002229121,6.12097623,Iris-virginica
3403,8.307921784,7.597261638,8.066600184,1.670722147,Iris-virginica
3404,7.129365017,7.399897694,6.178598655,6.709833262,Iris-virginica
3405,1.31252015,8.322179411,5.883605943,3.329866144,Iris-virginica
3406,3.512131531,6.898709627,5.63523397,2.928277757,Iris-virginica
3407,2.624498373,1.373157824,8.500565465,2.810967312,Iris-virginica
3408,1.74809576,1.966436551,1.087792376,1.55779134,Iris-virginica
3409,4.397966593,9.909144504,8.687202724,2.410543805,Iris-virginica
3410,7.313157843,6.602086995,1.452580222,3.627051297,Iris-virginica
3411,6.985760214,5.396276491,3.10227023,9.170567831,Iris-virginica
3412,3.698800224,5.635730249,7.633761041,9.014636319,Iris-virginica
3413,6.558282999,6.511379656,3.839358854,6.111802301,Iris-virginica
3414,3.780039455,3.26788122,8.561388554,4.08701505,Iris-virginica
3415,9.507661957,1.807148107,2.81342215,7.607883951,Iris-virginica
3416,3.214350141,1.920296418,3.221121535,9.066223045,Iris-virginica
3417,2.092672401,9.434707872,7.122530631,6.127144326,Iris-virginica
3418,6.441030981,9.388679495,4.862761518,4.570929302,Iris-virginica
3419,4.264437879,2.626202848,4.977675777,9.576025932,Iris-virginica
3420,8.256218699,6.771887472,5.801705424,2.918278088,Iris-virginica
3421,4.228379407,4.701088807,6.502249407,5.980140135,Iris-virginica
3422,2.382773908,3.383926184,2.401659828,1.923770009,Iris-virginica
3423,7.89427255,3.644575673,6.660337943,3.168901237,Iris-virginica
3424,1.495194735,1.966628422,1.794752311,1.037694073,Iris-virginica
3425,2.531889742,4.890586998,1.560022196,5.233640337,Iris-virginica
3426,5.051483945,3.349750027,2.330790113,1.701076777,Iris-virginica
3427,6.02085178,2.385612168,4.780217829,8.88092371,Iris-virginica
3428,6.755965164,1.606047525,2.722681744,8.108937273,Iris-virginica
3429,8.227713081,7.281147727,4.573402927,3.166743199,Iris-virginica
3430,9.454275236,1.765545331,6.044210249,6.167144451,Iris-virginica
3431,7.089194212,6.941821541,4.43597066,1.059060534,Iris-virginica
3432,3.130268787,5.927105852,5.674485828,7.813103459,Iris-virginica
3433,2.480560631,7.956265734,1.85679938,9.715247822,Iris-virginica
3434,9.563635438,1.227330247,1.814478967,7.1101327,Iris-virginica
3435,4.442687518,6.864462925,5.5782767,3.302531586,Iris-virginica
3436,4.760320921,2.052997834,8.769044313,6.021115127,Iris-virginica
3437,7.150791498,9.38278164,5.41143914,2.863045947,Iris-virginica
3438,3.956180838,9.016412049,8.916150302,4.787865011,Iris-virginica
3439,9.128792919,1.09417965,3.304348865,7.306524241,Iris-virginica
3440,8.249135027,3.843876937,9.217528611,9.103510851,Iris-virginica
3441,6.16092619,7.947090486,4.596617086,1.735017728,Iris-virginica
3442,3.879020356,4.162550888,2.372439479,4.598997265,Iris-virginica
3443,7.53669279,3.338013601,9.420977898,7.905140855,Iris-virginica
3444,5.442098307,7.513648545,2.114486387,4.798529508,Iris-virginica
3445,1.504984661,2.699863507,1.405179484,1.882326919,Iris-virginica
3446,1.292647546,6.756270001,4.436918633,8.878495119,Iris-virginica
3447,9.661576042,1.351789134,8.561768187,7.466955621,Iris-virginica
3448,1.596125251,2.514151156,8.542492762,3.047488124,Iris-virginica
3449,7.420635996,4.465567803,6.860691327,1.850391906,Iris-virginica
3450,8.190751726,8.188744967,2.273726874,3.96661997,Iris-virginica
3451,6.928429766,9.328447456,5.87161359,9.350325047,Iris-virginica
3452,4.454006099,2.850503969,1.603044567,3.643508121,Iris-virginica
3453,9.926616172,1.470320776,3.239528388,3.644690849,Iris-virginica
3454,8.284606515,5.023891786,6.064206091,1.489280134,Iris-virginica
3455,8.63375208,3.311728695,7.365253277,7.220647507,Iris-virginica
3456,1.033522528,2.72402181,3.547803744,5.088411333,Iris-virginica
3457,1.385649832,6.850671718,2.365714595,7.661917605,Iris-virginica
3458,3.13433238,8.944978485,1.15021509,4.076396924,Iris-virginica
3459,7.43467372,3.477102801,6.684516213,9.206048351,Iris-virginica
3460,9.80328893,5.628140702,2.326254381,2.610254089,Iris-virginica
3461,5.90856608,8.885940833,8.468922457,7.550528947,Iris-virginica
